Key	文本内容1
text_dressNameId_101	R1 Military Gear Weapon
text_dressNameId_102	R1 Military Gear Helmet
text_dressNameId_103	R1 Military Gear Armor
text_dressNameId_104	R1 Military Gear Boots
text_dressNameId_111	R2 Military Gear Weapon
text_dressNameId_112	R2 Military Gear Helmet
text_dressNameId_113	R2 Military Gear Armor
text_dressNameId_114	R2 Military Gear Boots
text_dressNameId_121	R3 Military Gear Weapon
text_dressNameId_122	R3 Military Gear Helmet
text_dressNameId_123	R3 Military Gear Armor
text_dressNameId_124	R3 Military Gear Boots
text_dressNameId_131	R4 Military Gear Weapon
text_dressNameId_132	R4 Military Gear Helmet
text_dressNameId_133	R4 Military Gear Armor
text_dressNameId_134	R4 Military Gear Boots
text_dressNameId_141	R5 Military Gear Weapon
text_dressNameId_142	R5 Military Gear Helmet
text_dressNameId_143	R5 Military Gear Armor
text_dressNameId_144	R5 Military Gear Boots
text_dressNameId_151	R6 Military Gear Weapon
text_dressNameId_152	R6 Military Gear Helmet
text_dressNameId_153	R6 Military Gear Armor
text_dressNameId_154	R6 Military Gear Boots
text_dressNameId_161	R7 Military Gear Weapon
text_dressNameId_162	R7 Military Gear Helmet
text_dressNameId_163	R7 Military Gear Armor
text_dressNameId_164	R7 Military Gear Boots
text_dressNameId_171	R8 Military Gear Weapon
text_dressNameId_172	R8 Military Gear Helmet
text_dressNameId_173	R8 Military Gear Armor
text_dressNameId_174	R8 Military Gear Boots
text_dressNameId_181	R9 Military Gear Weapon
text_dressNameId_182	R9 Military Gear Helmet
text_dressNameId_183	R9 Military Gear Armor
text_dressNameId_184	R9 Military Gear Boots
text_dressNameId_191	R10 Military Gear Weapon
text_dressNameId_192	R10 Military Gear Helmet
text_dressNameId_193	R10 Military Gear Armor
text_dressNameId_194	R10 Military Gear Boots
text_descDress_1	Rank 1 troop advance gear, use 3 to craft 1 Advance Medal.
text_descDress_2	Rank 2 troop advance gear, use 3 to craft 1 Advance Medal.
text_descDress_3	Rank 3 troop advance gear, use 3 to craft 1 Advance Medal.
text_descDress_4	Rank 4 troop advance gear, use 3 to craft 1 Advance Medal.
text_descDress_5	Rank 5 troop advance gear, use 3 to craft 1 Advance Medal.
text_descDress_6	Rank 6 troop advance gear, use 3 to craft 1 Advance Medal.
text_descDress_7	Rank 7 troop advance gear, use 3 to craft 1 Advance Medal.
text_descDress_8	Rank 8 troop advance gear, use 3 to craft 1 Advance Medal.
text_descDress_9	Rank 9 troop advance gear, use 3 to craft 1 Advance Medal.
text_descDress_10	Rank 10 troop advance gear, use 3 to craft 1 Advance Medal.
text_heroNameId_1001	Green Swordsman
text_heroNameId_1002	Cute Archer
text_heroNameId_2001	Boar Knight
text_heroNameId_2002	Wind Walker
text_heroNameId_3001	Blood Axe Warrior
text_heroNameId_3002	Cute Mage
text_heroNameId_5001	Forest King
text_heroNameId_5002	Forest Sorceress
text_heroNameId_5003	Hammer Dwarf
text_heroNameId_5004	Cannon Master
text_heroNameId_5005	Naga Queen
text_heroNameId_5006	Medusa
text_heroNameId_5007	Sacred Knight
text_heroNameId_5008	Light Maiden
text_heroNameId_5009	Battle Mage
text_heroNameId_5010	Dark Maiden
text_heroNameId_5011	Pirate Butcher
text_heroNameId_5012	Royal Chef
text_heroNameId_5013	Pharaoh
text_heroNameId_5014	Cleopatra
text_heroNameId_5015	Holy Knight
text_heroNameId_5016	Archmage
text_heroNameId_5017	Shield Guard
text_heroNameId_5018	Moon Archer
text_heroNameId_5019	Wizard Knight
text_heroNameId_5020	Graveyard Keeper
text_heroNameId_5021	Son of Justice
text_heroNameId_5022	Eccentric Wizard
text_heroNameId_5023	Griffin Knight
text_heroNameId_5024	Elf Ranger
text_heroNameId_5025	Tidal Calamity
text_heroNameId_5026	Ocean Spirit
text_heroNameId_5027	Emperor of Death
text_heroNameId_5028	Dragon Witch
text_heroNameId_5029	Lord Dragon of the Earth
text_heroNameId_5030	Elder Dragon Mage
text_heroNameId_5031	Crazy Dragon Knight
text_heroNameId_5032	Dragon Mother
text_heroNameId_7001	Moon God
text_heroNameId_7002	Son of Darkness
text_heroNameId_7003	Titan
text_heroNameId_7004	Chaos Lord
text_heroNameId_10000	Lord
text_itemGroupNameId_10000001	Epic Hero Shard
text_itemGroupNameId_10000002	Mythic Hero Shard
text_itemGroupNameId_10000003	Ancient Hero Shard
text_itemGroupNameId_10000011	Epic Hero
text_itemGroupNameId_10000012	Mythic Hero
text_itemGroupNameId_10000013	Ancient Hero
text_itemGroupNameId_10000016	Mythic Hero
text_itemGroupNameId_2001	Random normal gear
text_itemGroupNameId_2002	Uncommon Gear
text_itemGroupNameId_2003	Rare Gear
text_itemGroupNameId_2004	Epic Gear
text_itemGroupNameId_2005	Mythic Gear
text_itemGroupNameId_2006	Ancient Gear
text_itemGroupNameId_2007	Genesis Gear
text_itemGroupNameId_3001	Random Lv.1 gem
text_itemGroupNameId_3002	Key
text_itemGroupNameId_20000001	Common Rune
text_itemGroupNameId_20000002	Uncommon Rune
text_itemGroupNameId_20000003	Rare Rune
text_itemGroupNameId_20000004	Epic Rune
text_itemGroupNameId_20000005	Mythic Rune
text_itemGroupNameId_20000006	Ancient Rune
text_itemGroupNameId_20000007	Genesis Rune
text_itemGroupNameId_30000001	Grants [VIP 1]
text_itemGroupDescId_10000001	Receive random epic hero shard.
text_itemGroupDescId_10000002	Receive random mythic hero shard.
text_itemGroupDescId_10000003	Receive random ancient hero shard.
text_itemGroupDescId_10000011	Receive random epic hero.
text_itemGroupDescId_10000012	Receive random mythic hero.
text_itemGroupDescId_10000013	Receive random ancient hero.
text_itemGroupDescId_10000016	Receive random mythic hero.
text_itemGroupDescId_2001	Chance to get a normal gear
text_itemGroupDescId_2002	Receive random uncommon gear.
text_itemGroupDescId_2003	Receive random rare gear.
text_itemGroupDescId_2004	Receive random epic gear.
text_itemGroupDescId_2005	Receive random mythic gear.
text_itemGroupDescId_2006	Receive random ancient gear.
text_itemGroupDescId_2007	Receive random genesis gear.
text_itemGroupDescId_3001	Have a chance to get a random Lv.1 gem
text_itemGroupDescId_3002	Receive random chest key.
text_itemGroupDescId_20000001	Receive random common rune.
text_itemGroupDescId_20000002	Receive random uncommon rune.
text_itemGroupDescId_20000003	Receive random rare rune.
text_itemGroupDescId_20000004	Receive random epic rune.
text_itemGroupDescId_20000005	Receive random mythic rune.
text_itemGroupDescId_20000006	Receive random ancient rune.
text_itemGroupDescId_20000007	Receive random genesis rune.
text_itemGroupDescId_30000001	Receive 60 VIP EXP.
text_territoryNameId1_1	A. Sanctury
text_territoryNameId1_2	A01. Vault
text_territoryNameId1_3	A02. Vault
text_territoryNameId1_4	A03. Vault
text_territoryNameId1_5	A04. Vault
text_territoryNameId1_6	A05. Vault
text_territoryNameId1_7	A06. Vault
text_territoryNameId1_8	A07. Vault
text_territoryNameId1_9	A08. Vault
text_territoryNameId1_10	A09. Vault
text_territoryNameId1_11	A10. Vault
text_territoryNameId1_12	A11. Vault
text_territoryNameId1_13	A12. Vault
text_territoryNameId1_14	A13. Vault
text_territoryNameId2_1	B. Sanctury
text_territoryNameId2_2	B01. Vault
text_territoryNameId2_3	B02. Vault
text_territoryNameId2_4	B03. Vault
text_territoryNameId2_5	B04. Vault
text_territoryNameId2_6	B05. Vault
text_territoryNameId2_7	B06. Vault
text_territoryNameId2_8	B07. Vault
text_territoryNameId2_9	B08. Vault
text_territoryNameId2_10	B09. Vault
text_territoryNameId2_11	B10. Vault
text_territoryNameId2_12	B11. Vault
text_territoryNameId2_13	B12. Vault
text_territoryNameId2_14	B13. Vault
text_territoryNameId3_1	C. Sanctury
text_territoryNameId3_2	C01. Vault
text_territoryNameId3_3	C02. Vault
text_territoryNameId3_4	C03. Vault
text_territoryNameId3_5	C04. Vault
text_territoryNameId3_6	C05. Vault
text_territoryNameId3_7	C06. Vault
text_territoryNameId3_8	C07. Vault
text_territoryNameId3_9	C08. Vault
text_territoryNameId3_10	C09. Vault
text_territoryNameId3_11	C10. Vault
text_territoryNameId3_12	C11. Vault
text_territoryNameId3_13	C12. Vault
text_territoryNameId3_14	C13. Vault
text_territoryNameId4_1	D. Sanctury
text_territoryNameId4_2	D01. Vault
text_territoryNameId4_3	D02. Vault
text_territoryNameId4_4	D03. Vault
text_territoryNameId4_5	D04. Vault
text_territoryNameId4_6	D05. Vault
text_territoryNameId4_7	D06. Vault
text_territoryNameId4_8	D07. Vault
text_territoryNameId4_9	D08. Vault
text_territoryNameId4_10	D09. Vault
text_territoryNameId4_11	D10. Vault
text_territoryNameId4_12	D11. Vault
text_territoryNameId4_13	D12. Vault
text_territoryNameId4_14	D13. Vault
text_territoryNameId5_1	E. Sanctury
text_territoryNameId5_2	E01. Vault
text_territoryNameId5_3	E02. Vault
text_territoryNameId5_4	E03. Vault
text_territoryNameId5_5	E04. Vault
text_territoryNameId5_6	E05. Vault
text_territoryNameId5_7	E06. Vault
text_territoryNameId5_8	E07. Vault
text_territoryNameId5_9	E08. Vault
text_territoryNameId5_10	E09. Vault
text_territoryNameId5_11	E10. Vault
text_territoryNameId5_12	E11. Vault
text_territoryNameId5_13	E12. Vault
text_territoryNameId5_14	E13. Vault
text_territoryNameId6_1	F. Sanctury
text_territoryNameId6_2	F01. Vault
text_territoryNameId6_3	F02. Vault
text_territoryNameId6_4	F03. Vault
text_territoryNameId6_5	F04. Vault
text_territoryNameId6_6	F05. Vault
text_territoryNameId6_7	F06. Vault
text_territoryNameId6_8	F07. Vault
text_territoryNameId6_9	F08. Vault
text_territoryNameId6_10	F09. Vault
text_territoryNameId6_11	F10. Vault
text_territoryNameId6_12	F11. Vault
text_territoryNameId6_13	F12. Vault
text_territoryNameId6_14	F13. Vault
text_territoryNameId7_1	G. Sanctury
text_territoryNameId7_2	G01. Vault
text_territoryNameId7_3	G02. Vault
text_territoryNameId7_4	G03. Vault
text_territoryNameId7_5	G04. Vault
text_territoryNameId7_6	G05. Vault
text_territoryNameId7_7	G06. Vault
text_territoryNameId7_8	G07. Vault
text_territoryNameId7_9	G08. Vault
text_territoryNameId7_10	G09. Vault
text_territoryNameId7_11	G10. Vault
text_territoryNameId7_12	G11. Vault
text_territoryNameId7_13	G12. Vault
text_territoryNameId7_14	G13. Vault
text_territoryNameId8_1	H. Sanctury
text_territoryNameId8_2	H01. Vault
text_territoryNameId8_3	H02. Vault
text_territoryNameId8_4	H03. Vault
text_territoryNameId8_5	H04. Vault
text_territoryNameId8_6	H05. Vault
text_territoryNameId8_7	H06. Vault
text_territoryNameId8_8	H07. Vault
text_territoryNameId8_9	H08. Vault
text_territoryNameId8_10	H09. Vault
text_territoryNameId8_11	H10. Vault
text_territoryNameId8_12	H11. Vault
text_territoryNameId8_13	H12. Vault
text_territoryNameId8_14	H13. Vault
text_territoryNameId9_1	I. Sanctury
text_territoryNameId9_2	I01. Vault
text_territoryNameId9_3	I02. Vault
text_territoryNameId9_4	I03. Vault
text_territoryNameId9_5	I04. Vault
text_territoryNameId9_6	I05. Vault
text_territoryNameId9_7	I06. Vault
text_territoryNameId9_8	I07. Vault
text_territoryNameId9_9	I08. Vault
text_territoryNameId9_10	I09. Vault
text_territoryNameId9_11	I10. Vault
text_territoryNameId9_12	I11. Vault
text_territoryNameId9_13	I12. Vault
text_territoryNameId9_14	I13. Vault
text_territoryNameId10_1	K. Sanctury
text_territoryNameId10_2	K01. Vault
text_territoryNameId10_3	K02. Vault
text_territoryNameId10_4	K03. Vault
text_territoryNameId10_5	K04. Vault
text_territoryNameId10_6	K05. Vault
text_territoryNameId10_7	K06. Vault
text_territoryNameId10_8	K07. Vault
text_territoryNameId10_9	K08. Vault
text_territoryNameId10_10	K09. Vault
text_territoryNameId10_11	K10. Vault
text_territoryNameId10_12	K11. Vault
text_territoryNameId10_13	K12. Vault
text_territoryNameId10_14	K13. Vault
text_friendRefreshTitle_1	Supreme Divinity
text_friendRefreshTitle_2	Battle Master (All Servers)
text_friendRefreshTitle_3	Level-up Vanguard
text_friendRefreshTitle_4	Supreme Wealth
text_friendRefreshTitle_5	Battle Master (Server)
text_friendRefreshTitle_6	Level-up Master
text_friendRefreshTitle_7	Rich Beyond Compare
text_friendRefreshTitle_8	Legion Stalwart
text_friendRefreshTitle_9	EXP Expert
text_friendRefreshTitle_10	Superb Damage
text_friendRefreshTitle_11	Superb Defense
text_friendRefreshTitle_12	Superb Transcendence
text_friendRefreshTitle_13	Stranger
text_userTypeDesc1	Universal Currency
text_userName_gold	Gold
text_userName_cash	Golden Diamond
text_userName_bindcash	Blue Diamond
text_userName_mixcash	Diamond
text_userName_food	Stamina
text_userName_food_red	Red Stamina
text_userName_xp	EXP
text_userName_hero_exp	EXP Potion
text_userName_rune_exp	Rune Essence
text_userName_rune_crystal	Rune Crystal
text_userName_rune_crystal2	Large Rune Crystal
text_userName_arena	Arena Token
text_userName_active	Activity Token
text_userName_soul	Soul Crystal
text_userName_godsoul	Ancient Soul Crystal
text_userName_ntoken	Normal Recruit
text_userName_htoken	Fancy Recruit
text_userName_legion	Legion Token
text_userName_legion_exp	Legion EXP
text_userName_legion_build	Construction Pts
text_userName_legion_bonfire	Campfire EXP
text_userName_smelt	Meteorite Iron
text_userName_gtoken	Hero Refresh Order
text_userName_atoken	Arena Ticket
text_userName_egg	Achievement Points
text_userName_digging	Mining Shovel
text_userName_love	Heart
text_userName_wine	Rum
text_userName_sky_book	Celestial Scroll
text_userName_star	Star Mark
text_userName_moon	Lunar Mark
text_userName_sun	Solar Mark
text_userName_salary	Royal Coin
text_userName_team	Team Token
text_userName_team_exp	Team EXP
text_userName_trial_coin	Fairyland Points
text_userName_rob	Occupier Certificate
text_userName_legionwar	Merit
text_userName_vip_xp	VIP EXP
text_userName_wand	Magic Wand
text_userName_staying_power	Endurance
text_userName_action_point	Mobility
