关键字	英文
NUM_6	6
NUM_7	7
NUM_8	8
NUM_9	9
NUM_10	10
STR_JIAN	pieces
SORRY_NO_EQUIP	No gear to select
STR_SOLDIER_SKILL_DESC	, also increases the Commander\'s troops
EXTEND_BAG_NEED	Expanding the bag costs %d diamonds. Continue?
RESIGN_NEED	Re-sign in costs %d diamonds. Continue?
SIGN_NEED_VIP	VIP level too low, upgrade VIP to re-sign in!
BAG	Bag
BAG_REACHED_MAX	Bag limit reached
STR_ADDATT_DESC1	(Effect against Lv.
STR_ADDATT_DESC2	enemies)
BAG_HAD_NO_EQUIPED_GEM	No gems to equip in bag.
USE	Use
SUCCESS_SELL	Sale Successful
SELL_1	Sell
SELL_2	View
SOLD_OUT	Sold Out
STR_HAD	Owned
STR_TO_BUY	Confirm Purchase
CONGRATULATION_TO_GET	Congratulation 
ACCIDENT_GET	Extra Surprise
BLACK_SHOP_OPEN_VIP	Opened permanently with VIP %d
BLACK_SHOP_OPEN_VIP1	Chance to open with VIP 0
BLACK_SHOP_NOT_OPEN	Black Market is not open
REFRESH_LIMIT	No more refreshes
STR_OK	Confirm
STR_OK2	Confirm
EXCHANGE_ROLE_DESC_1	Level is transferred
EXCHANGE_ROLE_DESC_2	Inherits troop advance level
EXCHANGE_ROLE_DESC_3	Replace with gear that can be equipped
EXCHANGE_ROLE_DESC_4	Returns Transcend Stones
EXCHANGE_ROLE_DESC_5	Returns Commander Cards used to enhance
EXCHANGE_ROLE_DESC_6	Returns Promote Commander costs
ROLE_TUPO_ACTIVE_DESC	Transcend %s to activate
STR_PERCENT_100	1
STR_GET	Claim
STR_ONDOING	Incomplete
STR_CANGET	Claim Now
STR_HAVEGET	Claimed
STR_NEEDSTAR	Reach:
STR_CLOSE	Close
MAX_FUSION_EQUIP	Up to 6 gear can be smelted at once.
STR_HIGH	High
STR_EXTRA_GET	Extra Reward
STR_HONOR	Merit
STR_TOWER	Feats
STR_ARENA_1	Arena
STR_LOOK_OVER	View
STR_ME_KING	Me
STR_ME	Me
STR_ONEDAY_BEFORE	1 day ago
MINE_DES100	A few days after
MINE_DES101	Next mining stamina regen: %s
MINE_DES102	Full mining stamina regen: %s
MINE_DES103	Mining stamina regen time: %d minutes
UNLOCK_ARENA	Rank %d to unlock
UNLOCK_TOWER	%d stars to unlock
SELECT_SERVER	Tap to select zone
LOGIN_INFO_TX	Account level is higher than server level
ENTER_THE_GAME	Enter Game
VITALITY	Activity
NOT_OPEN_PATROL	Stage not cleared
STR_AREA	Zone
STR_RETURN	Return
STR_RETURN_1	Return
STR_TAME	Tame
ACTIVE_ACHIEVE	Reach Activity
HAVE_NO_GOD	Artifact Stat does not exist
STR_COUNT	Times
STR_NOTOPEN	Not open
GAME_NOTICE	Game Notices
FIRSTRECHARGE_DES1	Zhao Yun, Xiahou Yuan, Gan Ning, Gongsun Zan
FIRSTRECHARGE_DES2	Take your pick!
BATTLE_FAILURE_INFO	War ravages the land, people need a king to rule above all!
STR_STATISTICS	Stats
STR_HAVESOUL	You deconstructed %s %s card and got %s souls.
STR_RESOLVE_ONES	You deconstructed 1 %s card and got %s souls.
SELL_GOD_EQUIP	The current gear is an artifact, are you sure you want to sell it?
MAX_BAG_EQUIP	Gear capacity:
SELL_ORANGE_EQUIP	The current gear is high quality, are you sure you want to sell it?
MERGE_DESTINY_DESC	Advanced Fate Stones can only be used at Fate +10. Do you want to keep crafting?
MERGE_DESTINY_LIMIT_DESC	Crafting Advanced Fate Stones requires Lv.%s!
STR_COUNTER_RELATION1	Unit Strengths
STR_COUNTER	Strong
STR_COUNTER_INFO_1	Strong Effect
STR_COUNTER_INFO_2	ATK +20%
STR_COUNTER_INFO_3	DEF +20%
PROFESSION_NAME1	Physical ATK
PROFESSION_NAME2	Magic ATK
PROFESSION_NAME3	DEF
PROFESSION_DESC1	Intermediate MOV SPD. Can distract two melee units. Deals extra damage against riders, but takes extra damage from ranged.
PROFESSION_DESC2	Slow MOV SPD, high attack speed. Deals extra damage against infantry, but takes extra damage from riders.
PROFESSION_DESC3	Fast MOV SPD. If there are no enemy units in front of them, riders will circle around to the enemy\'s back row. Deals extra damage against rage, but takes extra damage from infantry.
PROFESSION_TITLE	Type:
PROFESSION2_DESC1	Melee Units
PROFESSION2_DESC2	Ranged Units
PROFESSION2_DESC3	Melee Units
PROFESSION3_DESC1	Infantry
PROFESSION3_DESC2	Ranged
PROFESSION3_DESC3	Rider
STR_SWALLOW_SUCC	Consume Successful
ACTIVE_AWARD	Activity Pack
THIEF_HAD_RAN	The bandits got away
EXTEND_BAG_SUCC	Bag Expanded
EXTEND_BAG	Expand Bag
EQUIP_SELECT_INFO_1	You can select up to %d pieces of gear at once.
CHALLENGE_NOT_ENOUGH	No challenges remained
CURR_AVTIVE	 (Currently activated)
LEGION_ID	Legion ID
LEGION_FIND	Search
LEGION_NAME	Legion Name
LEGION_ICON	Legion Icon
LEGION_ICON_TITLE	Legion Icon
LEGION_CREATE	Create Legion
LEGION_JION	Join a legion
LEGION	Legion
LEGION_TITLE	Legion
LEGION_MEMBER_TITLE	Legion Hall
LEGION_CREATE_TITLE	Create Legion
LEGION_JION_TITLE	Join Legion
LEGION_SET	Legion Settings
LEGION_SET_TITLE	Legion Settings
LEGION_PUB	Legion Notice
LEGION_PUB_CHANGE	Edit Notice
LEGION_PUB_CHANGE_TITLE	Edit Notice
LEGION_PUB_DEFAULT	The legion leader was too lazy to write anything...
LEGION_APPLY_LIST	Applications
LEGION_APPLY_LIST_DESC1	 No applications
LEGION_DISMISS	Disband Legion
LEGION_POS	Legion Positions
LEGION_POS1	Legion Leader
LEGION_POS2	Legion Deputy
LEGION_POS3	Counsellor
LEGION_POS4	Member
LEGION_LOG	Legion Log
LEGION_LOG_TITLE	Legion Log
LEGION_LOG2	Log
LEGION_LV	Legion Level
LEGION_MEMBER	Member
LEGION_LIMIT	%s Open
LEGION_CHANGE_ICON	Edit
LEGION_NAME_LIMIT	Legion name cannot exceed 6 characters.
LEGION_ID_LIMIT	Enter legion ID
LEGION_LV_LIMIT	Requires lord Lv.%s
LEGION_LV_LIMIT2	Requires legion Lv.%s
LEGION_APPLY_BTN_DESC1	Join Now
LEGION_APPLY_BTN_DESC2	Apply to join
LEGION_APPLY_BTN_DESC3	Cancel Application
LEGION_APPLY_MAX	Max applications reached
LEGION_MAMBER_MAX	Legion is full
LEGION_APPLY_TIME_NEED	You must wait %d hours before joining a legion.
LEGION_REVOKE_SUC	Cancelled
LEGION_SEARCH_NONE	Legion does not exist, please search again.
LEGION_ACTIVE	Legion Activity
LEGION_MEM_LV	Lord Level
LEGION_MEM_NAME	Lord Name
LEGION_MEM_ACTIVE	7 Day Activity
FIGHTFORCE	Power
LEGION_MANAGE	Manage
LEGION_INFO	Legion Info
LEGION_INFO_TITLE	Legion Info
LEGION_QUIT	Leave Legion
LEGION_MEMBER_INFO_TITLE	Member Info
LEGION_INFO_DESC	Legion construction increases by 1 for every 1 point of member activity.
LEGION_LEADER_CANNT_QUIT	The Legion Leader cannot leave the legion!
LEGION_LEADER_CANNT_QUIT2	You proposed impeaching and cannot leave the legion.
LEGION_QUIT_SUC	You left the legion.
LEGION_QUIT_CONFIRM_INFO	After leaving the legion you won\'t be able to join another one for %d hours. Do you want to continue?
LEGION_QUIT_CONFIRM_INFO2	You can\'t leave a legion within %d hours of joining.
LEGION_DISMISS_DESC1	Are you sure you want to disband the legion?
LEGION_DISMISS_DESC2	This action cannot be undone!
LEGION_DISMISS_CONFIRM	Disband
LEGION_SETTING_PUB_SUC	Changes Saved
LEGION_SETTING_PUB_FAIL	Notices cannot exceed [%d] characters.
LEGION_APPLY_TYPE1	Anyone can join
LEGION_APPLY_TYPE2	Apply to join
LEGION_APPLY_TYPE3	Closed
LEGION_LV_LIMIT_DESC	Enter another whole number between %d-%d.
LEGION_CHANGE_ICON_2	Edit Icon
LEGION_APPLY_DESC	Legion Applications
LEGION_APPLY_LV	Minimum Lord Level
LEGION_SETTING_SUC	Legion Settings saved
LEGION_MEMBER_DESC	Legion Members
LEGION_APPLY_SUC_DESC	Accept
LEGION_APPLY_REFUSE	Reject
LEGION_KICK	Kick
LEGION_KICK2	Player is an active member who has logged in within %d hours. Kicking will consume %d Legion Activity points. Continue?
LEGION_KICK3	Not enough Legion Activity points to kick.
LEGION_KICK_SUC	Player kicked
LEGION_CHANGEPOS	Position Management
LEGION_CHANGEPOS_SUC	[%s] is now [%s]
LEGION_CHANGEPOS_SUC1	[%s] is now [%s]
LEGION_MAXNUM	Legion Full
LEGION_SERVER_ERROR_101	Legion name taken, try a better one!
LEGION_SERVER_ERROR_103	Player already kicked or has left the legion.
LEGION_SERVER_ERROR_106	Legion level requirements not met
LEGION_SERVER_ERROR_107	You don\'t have the required privileges, please reopen the interface.
LEGION_SERVER_ERROR_108	Player is already a legion member
LEGION_SERVER_ERROR_109	Player has joined another legion
LEGION_SERVER_ERROR_110	That position is already full
LEGION_SERVER_ERROR_118	Player has cancelled their application
LEGION_ERROR_1	VIP level too low, upgrade now?
LEGION_ERROR_2	Legion name cannot be blank.
LEGION_ACTIVITY	Legion Events
LEGION_LEVELS	Legion Stages
LEGION_ACTIVITY_TITLE_TX	Legion Events
LEGION_ACTIVITY_BOON_TITLE	Legion Red Envelopes
LEGION_ACTIVITY_BOON_AWARD_NAME	Legion reward:
LEGION_ACTIVITY_BOON_ONE	Open Red Envelope
LEGION_ACTIVITY_BOON_TEN	Open 10
LEGION_ACTIVITY_BOON_DESC	Complete daily to earn free Red Envelopes
LEGION_ACTIVITY_SHAKE_DESC1	The higher the legion level, the more gold you get from Gold Blossoms.
LEGION_ACTIVITY_SHAKE_DESC2	My shake times:
LEGION_ACTIVITY_SHAKE_DESC3	Legion Gold Blossoms:
LEGION_ACTIVITY_SHAKE_DESC4	Next Gold Blossom reset:
LEGION_ACTIVITY_SHAKE_DESC5	 
LEGION_ACTIVITY_SHAKE_TITLE	Legion Money Tree
LEGION_ACTIVITY_SHAKE_BTN_TX	Shake
LEGION_ACTIVITY_MERCENARY_TITLE	Mercenary Camp
LEGION_ACTIVITY_MERCENARY_DESC1	The higher the commander level, the more gold you get. The higher your VIP level the more commanders you can dispatch. Dispatched commanders can be used by other players in the Trial Grounds.
LEGION_ACTIVITY_MERCENARY_DESC2	Camp defense time:
LEGION_ACTIVITY_MERCENARY_DESC3	Total earnings:
LEGION_ACTIVITY_MERCENARY_DESC4	Successfully dispatched <%s>
LEGION_ACTIVITY_MERCENARY_DESC5	<%s> garrisoned <%s> at the Mercenary Camp and earned %s gold.
LEGION_ACTIVITY_MERCENARY_DESC6	Mercenary income:
LEGION_ACTIVITY_MERCENARY_BTN_TX1	Recall
LEGION_ACTIVITY_MERCENARY_BTN_TX2	Dispatch
LEGION_ACTIVITY_ROLELIST_TITLE	Mercenary List
LEGION_ACTIVITY_MERCENARY_BTN_TX3	Dispatch
LEGION_ACTIVITY_TRIAL_TITLE	Trial Grounds
LEGION_ACTIVITY_TRIAL_DESC2	Remaining today
LEGION_ACTIVITY_TRIAL_DESC3	Base Reward
LEGION_ACTIVITY_TRIAL_DESC4	Star Raid Reward
LEGION_ACTIVITY_TRIAL_DESC5	Win in %d seconds
LEGION_ACTIVITY_TRIAL_DESC6	Chance to get
LEGION_ACTIVITY_TRIAL_DESC7	Guaranteed to get
LEGION_ACTIVITY_TRIAL_DESC8	Chest Reward
LEGION_ACTIVITY_TRIAL_DESC9	Currently own %d
LEGION_ACTIVITY_TRIAL_DESC10	Exchange
LEGION_ACTIVITY_TRIAL_DESC11	You don\'t have enough stars
LEGION_ACTIVITY_TRIAL_DESC12	Exchange %d stars to get %s?
LEGION_ACTIVITY_TRIAL_BTN_TX1	Legion Cheat
LEGION_ACTIVITY_TRIALSTAR_TITLE	Star Raid Reward
LEGION_ACTIVITY_TRIALSTAR_DESC1	Current opponent and reward level: %s
LEGION_ACTIVITY_TRIALSTAR_DESC2	Current stars:
LEGION_ACTIVITY_TRIALSTAR_DESC3	Reach
LEGION_ACTIVITY_TRIALSTAR_DESC4	To claim
LEGION_ACTIVITY_TRIALSTAR_DESC5	Enemy
LEGION_ACTIVITY_1	Not enough Red Envelopes
LEGION_ACTIVITY_2	There aren\'t any blossoms on the tree, come back again later.
LEGION_ACTIVITY_3	You shook the tree too many times today!
LEGION_ACTIVITY_4	Congrats on getting %s gold
LEGION_ACTIVITY_5	Cooldown:
LEGION_ACTIVITY_6	You can hire up to 2 heroes at once.
LEGION_ACTIVITY_7	No challenges remaining.
LEGION_ACTIVITY_8	Heroes used as mercenaries cannot be removed
LEGION_ACTIVITY_9	Tap to enter
LEGION_ACTIVITY_10	(Over level %d)
LEGION_ACTIVITY_11	You can\'t hire commanders that are higher level than your lord, Lv.%d.
LEGION_GET	You got <%s>*<%s>
LEGION_LEVELS_DM	Damage Reward
LEGION_LEVELS_SHOP	Stage Store
LEGION_LEVELS_NUMS	Daily challenges: %s
LEGION_LEVELS_NUMS1	Daily challenges:
LEGION_LEVELS_DESC1	Defeat the previous legion to unlock
LEGION_LEVELS_DESC2	to auto reset
LEGION_LEVELS_DESC3	Challenge Reward
LEGION_LEVELS_DESC4	Kill Reward
LEGION_LEVELS_DESC5	Remaining challenges:
LEGION_LEVELS_DESC6	Clear chapter
LEGION_LEVELS_DESC7	to receive
LEGION_LEVELS_DESC9	Stage reset
LEGION_LEVELS_DESC10	No challenges remained
LEGION_LEVELS_DESC11	Reach %s total damage
LEGION_LEVELS_DESC13	Spend %d diamonds to buy a challenge attempt? You can buy %d more times today.
LEGION_LEVELS_DESC14	No purchases remaining! Come back tomorrow.
LEGION_LEVELS_DESC15	Killed
LEGION_LEVELS_DESC16	Already killed!!!
LEGION_LEVELS_DESC17	Clear %s and the chest is yours!
LEGION_LEVELS_DESC18	Another legion members is already attacking this stage. Please try again later.
LEGION_LEVELS_DESC19	This chapter has already been cleared!
LEGION_LEVELS_DESC20	Member Benefits Bonus
LEGION_LEVELS_DESC21	Still have
LEGION_LEVELS_DESC22	Idle...
LEGION_LEVELS_DESC23	Leave Team
LEGION_LEVELS_DESC24	Idle Warehouse
LEGION_LEVELS_DESC25	Waiting to Join
LEGION_LEVELS_DESC26	Reward
LEGION_LEVELS_DESC27	Idle Hall
LEGION_LEVELS_DESC29	Create Team
LEGION_LEVELS_DESC30	Quick Join
LEGION_LEVELS_DESC28	Remaining
LEGION_LEVELS_DESC31	Tap to Join
LEGION_LEVELS_DESC32	Idle Warehouse
LEGION_LEVELS_DESC33	Storage Space
LEGION_LEVELS_DESC34	Take Reward
LEGION_LEVELS_DESC35	No time left today
LEGION_LEVELS_DESC36	In Idle...
LEGION_LEVELS_DESC37	Team
LEGION_DESC1	Leave Legion
LEGION_DESC2	Legion members:
LEGION_DESC3	Active members today:
LEGION_DESC4	Legion Rank
LEGION_DESC5	Legion members need to complete daily quests to earn activity points and increase legion level.
LEGION_DESC6	Are you sure you want to give legion leadership to another player?
LEGION_DESC7	Legion is not available
LEGION_DESC8	Join a legion to hire legion members\' mercenaries.
LEGION_DESC9	Your legion hasn\'t reached Lv.%d
LEGION_DESC10	You can\'t hire anymore mercenaries today.
LEGION_DESC11	You can\'t hire that many more mercenaries today.
LEGION_DESC12	View
LEGION_DESC13	You joined a legion
LEGION_MENBER_DES1	Activity: %d
LEGION_MENBER_DES2	Level
LEGION_MENBER_DES3	Power
LEGION_MENBER_DES4	Position
LEGION_MENBER_DES5	Activity
LEGION_MENBER_DES6	Legion
LEGION_MENBER_DES7	Secondary
LEGION_MENBER_DES8	Master
LEGION_MENBER_DES9	Are you sure you want to kick this player?
LEGION_MENBER_DES10	Are you sure you want to leave the legion?
LEGION_MENBER_DES11	%d difficulty
LEGION_MENBER_DES12	First time is free)
LEGION_MENBER_DES13	(
LEGION_MENBER_DES14	Impeach in:
LEGION_MENBER_DES15	Impeach
LEGION_MENBER_DES16	Impeach Leader
LEGION_MENBER_DES17	Leader
LEGION_MENBER_DES18	hasn\'t been online for %d hours
LEGION_MENBER_DES19	and has been demoted to a normal member. You are now the Legion Leader.
LEGION_DONATE_TITLE	Legion Construction
LEGION_DONATE_DESC1	Daily Construction
LEGION_DONATE_DESC2	Legion EXP
LEGION_DONATE_DESC3	Legion Token
LEGION_DONATE_DESC4	Construction Progress
LEGION_DONATE_DESC5	Construction
LEGION_DONATE_DESC6	Current Players Constructing
LEGION_DONATE_DESC7	Construction Times
LEGION_DONATE_DESC8	Construction Records
LEGION_DONATE_DESC9	Construction Reached
LEGION_DONATE_DESC10	Spend %d %s to perform Legion Construction?
LEGION_DONATE_DESC11	You can\'t construct anymore, upgrade VIP level for more construction times!
LEGION_TRIAL_DESC1	Explore Once
LEGION_TRIAL_DESC2	Auto Explore
LEGION_TRIAL_DESC3	1
LEGION_TRIAL_DESC4	2
LEGION_TRIAL_DESC5	3
LEGION_TRIAL_DESC6	No multiplier bonus
LEGION_TRIAL_DESC7	x%s
LEGION_TRIAL_DESC8	Reward multiplier:
LEGION_TRIAL_DESC9	Reward points:
LEGION_TRIAL_DESC10	 +%s
LEGION_TRIAL_DESC11	Get another
LEGION_TRIAL_DESC12	foods for a reward
LEGION_TRIAL_DESC13	You\'re out of exploration chances
LEGION_TRIAL_DESC14	Daily explorations remaining:
LEGION_TRIAL_DESC15	purchases
LEGION_TRIAL_DESC16	Claim Reward
LEGION_TRIAL_DESC17	Think about it
LEGION_TRIAL_DESC18	Claim
LEGION_TRIAL_DESC19	Reset Food
LEGION_TRIAL_DESC20	Reset
LEGION_TRIAL_DESC21	Resets to a random food.
LEGION_TRIAL_DESC22	Cost:
LEGION_TRIAL_DESC23	Free
LEGION_TRIAL_DESC24	Multiplier Bonus
LEGION_TRIAL_DESC25	Achievement
LEGION_TRIAL_DESC26	1
LEGION_TRIAL_DESC27	Food is the same
LEGION_TRIAL_DESC28	Reward Multiplier
LEGION_TRIAL_DESC29	Explore
LEGION_TRIAL_DESC30	Stop Exploring
LEGION_TRIAL_DESC31	These are all great items,
LEGION_TRIAL_DESC32	You won\'t regret
LEGION_TRIAL_DESC33	your purchase!
LEGION_TRIAL_DESC34	Come and play! If you\'re good
LEGION_TRIAL_DESC35	I\'ll give you
LEGION_TRIAL_DESC36	extra rewards!
LEGION_TRIAL_DESC37	Now: 
LEGION_TRIAL_DESC38	Was: 
LEGION_TRIAL_DESC39	Your Encounter time has expired.
LEGION_TRIAL_DESC40	You don\'t have enough gold
LEGION_TRIAL_DESC41	Buy
LEGION_TRIAL_DESC42	Purchased
LEGION_TRIAL_DESC43	Finished
LEGION_TRIAL_DESC44	Start Battle
LEGION_TRIAL_DESC45	This opponent is strong, you can search for Legion Mercenaries to help you.
LEGION_TRIAL_DESC46	Base reward:
LEGION_TRIAL_DESC47	Battle performance:
LEGION_TRIAL_DESC48	Extra reward:
LEGION_TRIAL_DESC49	Claim the Reward
LEGION_TRIAL_DESC50	Claimed
LEGION_TRIAL_DESC51	Exploring
LEGION_TRIAL_DESC52	No Encounters
LEGION_TRIAL_DESC53	Exploring, please wait
LEGION_TRIAL_DESC54	You didn\'t find anything useful.
LEGION_TRIAL_DESC55	Exploring
LEGION_TRIAL_DESC56	Quick Explore
LEGION_WISH_DESC1	Commander Shard legion gift!
LEGION_WISH_DESC2	Remaining gifts:
LEGION_WISH_DESC3	Remaining wishes:
LEGION_WISH_DESC4	Weekly gifts:
LEGION_WISH_DESC5	Make a Wish
LEGION_WISH_DESC6	Take
LEGION_WISH_DESC7	Can claim: %d
LEGION_WISH_DESC8	Fulfilled
LEGION_WISH_DESC9	No one has made a wish
LEGION_WISH_DESC10	Wish
LEGION_WISH_DESC11	Meet the requirements to wish for Commander Shards:
LEGION_WISH_COLOR_1	Epic
LEGION_WISH_COLOR_2	Mythic
LEGION_WISH_COLOR_3	Ancient
LEGION_WISH_DESC12	Commanders: Have the complete card or ≥%d shards
LEGION_WISH_DESC13	Remaining weekly wishes:
LEGION_WISH_DESC14	Make a Wish
LEGION_WISH_DESC15	No commanders meet wish requirements
LEGION_WISH_DESC16	Are you sure you want to gift
LEGION_WISH_DESC17	the following item?
LEGION_WISH_DESC18	Owned: 
LEGION_WISH_DESC19	%d
LEGION_WISH_DESC20	Reward:
LEGION_WISH_DESC21	Weekly Reward
LEGION_WISH_DESC22	Resets weekly at 5:00, please claim on time.
LEGION_WISH_DESC23	Tap the corresponding card to make a wish.
LEGION_WISH_DESC24	No prayers remaining
LEGION_WISH_DESC25	Wish Successful
LEGION_WISH_DESC26	Give %d
LEGION_WISH_DESC27	Player\'s wish has been fulfilled, gift failed.
LEGION_WISH_DESC28	Not enough shards
LEGION_WISH_DESC29	You can\'t send anymore gifts today, upgrade VIP level to send more gifts.
LEGION_WISH_DESC30	You can\'t send anymore gifts
LEGION_WISH_DESC31	Shard Gift Sent
LEGION_WISH_DESC32	Gave you
LEGION_WISH_DESC33	Gifts Received
LEGION_WISH_DESC34	Target player does not exist
LEGION_WISH_DESC35	Target player did not wish for that
LEGION_WISH_DESC36	Shard does not exist
LEGION_WISH_DESC37	Player is not in your legion
LEGION_WISH_DESC38	Player\'s wish has already been fulfilled
STR_JUNZHU	Lord
STR_WUJIANG	Commander
STR_DROP	Loot
NEED_MORE_STAR	You don\'t have enough stars to use
UPGRADE_SUCC	Upgrade Successful
SKILL_SLOT_NOT_OPEN	Skill Slot not open
SKILL_NOT_OPEN	Skill not available
SKILL_SLOT_CANNOT_UPGRADE	Skill slot not activated, unable to enhance.
SKILL_SLOT_DESC_1	Success rate is less than 100%, do you want to upgrade?
NO_SKILL	Treasure has no skills
STR_NEED_VIP	VIP level too low, upgrade now?
STR_CONFIRM_TOBUY	Do you want to buy
STR_LAST_LOGIN	Last Login
BUY_AND_GET	Buy to get Commander
STR_DIAN	points
AUTO_CAN_GET	Search to get
FIGHTING_UNLOCK	Win and search to get
MAYBE_GET	Possible Loot
HAD_GET	Already Received
SPECIAL_DROP	Special Loot
STR_ROLELIST_TITLE	Commander
STR_RESOLVE_ALL	Mass Deconstruct
STR_EVERYDAT_AWARD	Daily Reward
TO_BE_EXPECTED	Coming Soon
TITLE_WJSX	Commander Stats
TITLE_ZBXZ	Select Gear
TITLE_XB	Army
TITLE_TM	Fate
TITLE_ZBXX	Gear Info
TITLE_WJXZ	Select Commander
TITLE_WJSJ	Commander Level Up
TITLE_ZBSX	Gear Star Up
TITLE_ZBCC	Gear Inheritance
TITLE_BSXQ	Inlay Gems
TITLE_JCSX	Battle Stats
TITLE_ZDSX	Stats
TITLE_ZBCJ	Disassemble
TITLE_JN	Skill
TITLE_YF	Destiny
TITLE_TF	Talent
TITLE_PZTS	Quality Increased
TITLE_ZBJL	Slot Refine
ROLE_DESC1	(Transcend to activate)
ROLE_DESC2	After
ROLE_DESC3	You\'re already max level
ROLE_DESC4	No gear to consume
ROLE_DESC5	No commanders to deconstruct!
ROLE_DESC6	You have %s gear that can be inherited for a cost of %s gold. Do you want to inherit?
ROLE_DESC7	Already the best gear!
ROLE_DESC8	Already the best gem!
ROLE_DESC9	Deconstruct highest quality commander? 
ROLE_DESC10	You don\'t have any gems to equip!
ROLE_DESC11	After binding you won\'t be able to deploy this commander! Do you want to bind?
ROLE_DESC12	Promote Commander
ROLE_DESC13	Rank Advance
ROLE_DESC14	Browse
ROLE_DESC15	Again
ROLE_DESC16	Red Commander
ROLE_DESC17	Gold Commander
ROLE_DESC18	No matching commanders
ROLE_DESC19	Rank
ROLE_DESC20	Next Rank 
ROLE_DESC21	Already max rank
ROLE_DESC22	Increase to red commander skill
ROLE_DESC23	Increase to gold commander skill
ROLE_DESC24	Already gold rank
ROLE_DESC25	Browse Promotions
ROLE_DESC26	Max Rank
ROLE_DESC27	Rank Change
ROLE_DESC28	Orange Commander Roulette
ROLE_DESC29	Red Commander Roulette
ROLE_DESC30	Total Received
ROLE_DESC31	Draw 1
ROLE_DESC32	Draw 10
ROLE_DESC33	Divine Roulette Rankings
ROLE_DESC34	Draw over %d times to compete for rank rewards, sent out in the mail when the event is over.
ROLE_DESC35	Round time remaining:
ROLE_DESC36	No ranked players
ROLE_DESC37	The ranking event is over, please wait for the next round!
ROLE_DESC38	Browse Commander Rank Skills
STR_ENCLOSURE	Attachment
SHIPPER_DELIVERY_TIMES	Escort Times
SHIPPER_ROB_TIMES	Plunder Times
SHIPPER_START	Start Transport
SHIPPER_INFO_1	Note: Guaranteed on the first Diamond Reset each day
SHIPPER_INFO_2	12:00-14:00 18:00-20:00
SHIPPER_INFO_3	Escort during these times for an extra 50% bonus.
SHIPPER_INFO_4	Estimated Earnings
SHIPPER_INFO_5	Red Supplies
SHIPPER_INFO_6	Exchange Points
SHIPPER_INFO_7	Exchange Points can be exchanged for red supplies.
SHIPPER_INFO_8	Cart Exchange
SHIPPER_INFO_9	You already have red supplies
SHIPPER_INFO_10	Diamond Refresh +%s exchange points
SHIPPER_SELECT	Select Supplies
SHIPPER_PLUNDER_TIME	Plunder cooldown:
SHIPPER_PLUNDER_TIMES	Plundered:
SHIPPER_CAN_PLUNDER	Can plunder:
SHIPPER_CANNOT_PLUNDER	You can\'t plunder your own cart
SHIPPER_PLUNDER	Raid
SHIPPER_CLEAR_PLUNDER_TIME	Spend %d diamonds to reset the plunder cooldown?
SHIPPER_FINISH	Spend %d diamonds to instantly complete the current cart transport?
SHIPPER_NO_FREE_TIMES	No more daily escorts remaining
SHIPPER_LOSE_GOLD	Fate Stones lost:
SHIPPER_GET_GOLD	Fate Stones gained:
SHIPPER_NO_LOSE	No resources lost
SHIPPER_NO_PLUNDER	No resources plundered
SHIPPER_GET_AWARD	Received the following reward
SHIPPER_DE	没法翻
REFRESH_CASH	Diamond Refresh
REFRESH_FREE	Free Refresh
SHIPPER_SUCC	You successfully escorted
SHIPPER_PLUNDER_SUCC	You successfully plundered
