技能Id	技能名称	技能说明	注释	技能类型	触发释放条件	目标选择时间类型	范围选择类型	直接选择目标类型	范围选择中心点类型	范围选择目标类型	目标偏移	是否显示范围	范围选择目标最大个数	扇形角度	圆形和扇形范围半径	矩形范围X1	矩形范围X2	矩形范围Y1	矩形范围Y2	施法动作	子弹Id	子弹延迟发射（ms）	子弹数量	子弹间隔时间毫秒	子弹发射类型	技能冒字	全屏头像	技能释放音效	技能受击音效	技能特效Id	技能特效Id2	受击特效	受击特效挂载点位置	受击特效渲染层级	特效循环次数	效果产生次数	效果产生延迟时间	效果产生间隔	效果类型(0没有效果，1普通效果，2真实伤害)	屏幕震动时间毫秒(只支持近战或者bulletType为2的技能)	震动强度横向	震动强度纵向	效果类型（1伤害，2加血）	是否显示数字	伤害类型（按武将类型，0物理，1魔法）	是否无视闪避	无视护甲万分比	无视技防万分比	附加暴击率万分比	附加吸血万分比	附加吸血固定值	抽怒万分比	消怒万分比	额外伤害类型	额外伤害值	伤害系数	召唤物ID	召唤物数量	召唤物死亡类型	存在时间（毫秒）	攻击次数	被攻击次数	召唤位置(1攻击者，2受攻击者，3技能的目标点)	召唤物出生相对位置1前方2后方	产生的buff	BUFF生效几率（万分比）	BUFF持续时间（毫秒）	施放者BUFF	释放者BUFF生效几率（万分比）	释放者BUFF持续时间（毫秒）	驱散效果(1驱散负面，2驱散正面，3驱散所有)	特殊处理	特殊脚本	脚本参数	技能喊话图片	技能icon	技能描述	技能参数	对比描述
50202109	text_skill_5020_name_1	亡灵波9级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	8081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50202110	text_skill_5020_name_1	亡灵波10级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	8453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50202111	text_skill_5020_name_1	亡灵波11级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	8825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50202112	text_skill_5020_name_1	亡灵波12级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	9197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50202113	text_skill_5020_name_1	亡灵波13级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	9569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50202114	text_skill_5020_name_1	亡灵波14级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	9941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50202115	text_skill_5020_name_1	亡灵波15级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	10313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50202201	text_skill_5020_name_2	亡者剧变1级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1160	0	0	0	0	0	0	0	0	50202201	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50202202	text_skill_5020_name_2	亡者剧变2级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1203	0	0	0	0	0	0	0	0	50202202	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50202203	text_skill_5020_name_2	亡者剧变3级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1246	0	0	0	0	0	0	0	0	50202203	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50202204	text_skill_5020_name_2	亡者剧变4级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1289	0	0	0	0	0	0	0	0	50202204	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50202205	text_skill_5020_name_2	亡者剧变5级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1332	0	0	0	0	0	0	0	0	50202205	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50202206	text_skill_5020_name_2	亡者剧变6级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1375	0	0	0	0	0	0	0	0	50202206	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50202207	text_skill_5020_name_2	亡者剧变7级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1418	0	0	0	0	0	0	0	0	50202207	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50202208	text_skill_5020_name_2	亡者剧变8级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1461	0	0	0	0	0	0	0	0	50202208	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50202209	text_skill_5020_name_2	亡者剧变9级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1504	0	0	0	0	0	0	0	0	50202209	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50202210	text_skill_5020_name_2	亡者剧变10级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1547	0	0	0	0	0	0	0	0	50202210	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50202211	text_skill_5020_name_2	亡者剧变11级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1590	0	0	0	0	0	0	0	0	50202211	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50202212	text_skill_5020_name_2	亡者剧变12级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1633	0	0	0	0	0	0	0	0	50202212	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50202213	text_skill_5020_name_2	亡者剧变13级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1676	0	0	0	0	0	0	0	0	50202213	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50202214	text_skill_5020_name_2	亡者剧变14级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1719	0	0	0	0	0	0	0	0	50202214	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50202215	text_skill_5020_name_2	亡者剧变15级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1762	0	0	0	0	0	0	0	0	50202215	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50290001	0	普通攻击1级	地龙之主	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	attack	50200000	0	1	0	1	0	0	0	media/effect/hero_dao_atk_01.mp3	0	0	hit_effect_2	2	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	0	0	0
50290101	text_skill_5029_name_1	盾牌猛击1级	地龙之主	1	0	2	2	0	2	3	0	0	999	0	0	-30	220	-55	95	skill1	0	0	0	0	0	0	0	0	media/effect/skill_sunjian_01.mp3	0	0	0	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	7734	0	0	0	0	0	0	0	0	1001	10000	1550	0	0	0	0	0	0	0	0	skill_dilongzhizhu_01.png	text_skill_5029_desc_1_0|text_skill_5029_desc_1_1|text_skill_5029_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290102	text_skill_5029_name_1	盾牌猛击2级	地龙之主	1	0	2	2	0	2	3	0	0	999	0	0	-30	220	-55	95	skill1	0	0	0	0	0	0	0	0	media/effect/skill_sunjian_01.mp3	0	0	0	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	8298	0	0	0	0	0	0	0	0	1001	10000	1660	0	0	0	0	0	0	0	0	skill_dilongzhizhu_01.png	text_skill_5029_desc_1_0|text_skill_5029_desc_1_1|text_skill_5029_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290103	text_skill_5029_name_1	盾牌猛击3级	地龙之主	1	0	2	2	0	2	3	0	0	999	0	0	-30	220	-55	95	skill1	0	0	0	0	0	0	0	0	media/effect/skill_sunjian_01.mp3	0	0	0	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	8862	0	0	0	0	0	0	0	0	1001	10000	1770	0	0	0	0	0	0	0	0	skill_dilongzhizhu_01.png	text_skill_5029_desc_1_0|text_skill_5029_desc_1_1|text_skill_5029_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290104	text_skill_5029_name_1	盾牌猛击4级	地龙之主	1	0	2	2	0	2	3	0	0	999	0	0	-30	220	-55	95	skill1	0	0	0	0	0	0	0	0	media/effect/skill_sunjian_01.mp3	0	0	0	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	9426	0	0	0	0	0	0	0	0	1001	10000	1880	0	0	0	0	0	0	0	0	skill_dilongzhizhu_01.png	text_skill_5029_desc_1_0|text_skill_5029_desc_1_1|text_skill_5029_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290105	text_skill_5029_name_1	盾牌猛击5级	地龙之主	1	0	2	2	0	2	3	0	0	999	0	0	-30	220	-55	95	skill1	0	0	0	0	0	0	0	0	media/effect/skill_sunjian_01.mp3	0	0	0	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	9990	0	0	0	0	0	0	0	0	1001	10000	1990	0	0	0	0	0	0	0	0	skill_dilongzhizhu_01.png	text_skill_5029_desc_1_0|text_skill_5029_desc_1_1|text_skill_5029_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290106	text_skill_5029_name_1	盾牌猛击6级	地龙之主	1	0	2	2	0	2	3	0	0	999	0	0	-30	220	-55	95	skill1	0	0	0	0	0	0	0	0	media/effect/skill_sunjian_01.mp3	0	0	0	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	10554	0	0	0	0	0	0	0	0	1001	10000	2100	0	0	0	0	0	0	0	0	skill_dilongzhizhu_01.png	text_skill_5029_desc_1_0|text_skill_5029_desc_1_1|text_skill_5029_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290107	text_skill_5029_name_1	盾牌猛击7级	地龙之主	1	0	2	2	0	2	3	0	0	999	0	0	-30	220	-55	95	skill1	0	0	0	0	0	0	0	0	media/effect/skill_sunjian_01.mp3	0	0	0	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	11118	0	0	0	0	0	0	0	0	1001	10000	2210	0	0	0	0	0	0	0	0	skill_dilongzhizhu_01.png	text_skill_5029_desc_1_0|text_skill_5029_desc_1_1|text_skill_5029_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290108	text_skill_5029_name_1	盾牌猛击8级	地龙之主	1	0	2	2	0	2	3	0	0	999	0	0	-30	220	-55	95	skill1	0	0	0	0	0	0	0	0	media/effect/skill_sunjian_01.mp3	0	0	0	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	11682	0	0	0	0	0	0	0	0	1001	10000	2320	0	0	0	0	0	0	0	0	skill_dilongzhizhu_01.png	text_skill_5029_desc_1_0|text_skill_5029_desc_1_1|text_skill_5029_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290109	text_skill_5029_name_1	盾牌猛击9级	地龙之主	1	0	2	2	0	2	3	0	0	999	0	0	-30	220	-55	95	skill1	0	0	0	0	0	0	0	0	media/effect/skill_sunjian_01.mp3	0	0	0	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	12246	0	0	0	0	0	0	0	0	1001	10000	2430	0	0	0	0	0	0	0	0	skill_dilongzhizhu_01.png	text_skill_5029_desc_1_0|text_skill_5029_desc_1_1|text_skill_5029_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290110	text_skill_5029_name_1	盾牌猛击10级	地龙之主	1	0	2	2	0	2	3	0	0	999	0	0	-30	220	-55	95	skill1	0	0	0	0	0	0	0	0	media/effect/skill_sunjian_01.mp3	0	0	0	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	12810	0	0	0	0	0	0	0	0	1001	10000	2540	0	0	0	0	0	0	0	0	skill_dilongzhizhu_01.png	text_skill_5029_desc_1_0|text_skill_5029_desc_1_1|text_skill_5029_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290111	text_skill_5029_name_1	盾牌猛击11级	地龙之主	1	0	2	2	0	2	3	0	0	999	0	0	-30	220	-55	95	skill1	0	0	0	0	0	0	0	0	media/effect/skill_sunjian_01.mp3	0	0	0	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	13374	0	0	0	0	0	0	0	0	1001	10000	2650	0	0	0	0	0	0	0	0	skill_dilongzhizhu_01.png	text_skill_5029_desc_1_0|text_skill_5029_desc_1_1|text_skill_5029_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290112	text_skill_5029_name_1	盾牌猛击12级	地龙之主	1	0	2	2	0	2	3	0	0	999	0	0	-30	220	-55	95	skill1	0	0	0	0	0	0	0	0	media/effect/skill_sunjian_01.mp3	0	0	0	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	13938	0	0	0	0	0	0	0	0	1001	10000	2760	0	0	0	0	0	0	0	0	skill_dilongzhizhu_01.png	text_skill_5029_desc_1_0|text_skill_5029_desc_1_1|text_skill_5029_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290113	text_skill_5029_name_1	盾牌猛击13级	地龙之主	1	0	2	2	0	2	3	0	0	999	0	0	-30	220	-55	95	skill1	0	0	0	0	0	0	0	0	media/effect/skill_sunjian_01.mp3	0	0	0	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	14502	0	0	0	0	0	0	0	0	1001	10000	2870	0	0	0	0	0	0	0	0	skill_dilongzhizhu_01.png	text_skill_5029_desc_1_0|text_skill_5029_desc_1_1|text_skill_5029_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290114	text_skill_5029_name_1	盾牌猛击14级	地龙之主	1	0	2	2	0	2	3	0	0	999	0	0	-30	220	-55	95	skill1	0	0	0	0	0	0	0	0	media/effect/skill_sunjian_01.mp3	0	0	0	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15066	0	0	0	0	0	0	0	0	1001	10000	2980	0	0	0	0	0	0	0	0	skill_dilongzhizhu_01.png	text_skill_5029_desc_1_0|text_skill_5029_desc_1_1|text_skill_5029_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290115	text_skill_5029_name_1	盾牌猛击15级	地龙之主	1	0	2	2	0	2	3	0	0	999	0	0	-30	220	-55	95	skill1	0	0	0	0	0	0	0	0	media/effect/skill_sunjian_01.mp3	0	0	0	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15630	0	0	0	0	0	0	0	0	1001	10000	3090	0	0	0	0	0	0	0	0	skill_dilongzhizhu_01.png	text_skill_5029_desc_1_0|text_skill_5029_desc_1_1|text_skill_5029_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290201	text_skill_5029_name_2	地龙突刺1级	地龙之主	1	0	2	1	2	0	0	0	0	20	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	media/effect/skill_sunjian_02.mp3	0	50290201	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	7425	0	0	0	0	0	0	0	0	1001|1901	10000|10000	1490|200	0	0	0	0	0	0	0	0	skill_dilongzhizhu_02.png	text_skill_5029_desc_2_0|text_skill_5029_desc_2_1|text_skill_5029_desc_2_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290202	text_skill_5029_name_2	地龙突刺2级	地龙之主	1	0	2	1	2	0	0	0	0	20	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	media/effect/skill_sunjian_02.mp3	0	50290201	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	7698	0	0	0	0	0	0	0	0	1001|1901	10000|10000	1540|200	0	0	0	0	0	0	0	0	skill_dilongzhizhu_02.png	text_skill_5029_desc_2_0|text_skill_5029_desc_2_1|text_skill_5029_desc_2_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290203	text_skill_5029_name_2	地龙突刺3级	地龙之主	1	0	2	1	2	0	0	0	0	20	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	media/effect/skill_sunjian_02.mp3	0	50290201	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	7971	0	0	0	0	0	0	0	0	1001|1901	10000|10000	1590|200	0	0	0	0	0	0	0	0	skill_dilongzhizhu_02.png	text_skill_5029_desc_2_0|text_skill_5029_desc_2_1|text_skill_5029_desc_2_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290204	text_skill_5029_name_2	地龙突刺4级	地龙之主	1	0	2	1	2	0	0	0	0	20	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	media/effect/skill_sunjian_02.mp3	0	50290201	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	8244	0	0	0	0	0	0	0	0	1001|1901	10000|10000	1640|200	0	0	0	0	0	0	0	0	skill_dilongzhizhu_02.png	text_skill_5029_desc_2_0|text_skill_5029_desc_2_1|text_skill_5029_desc_2_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
50290205	text_skill_5029_name_2	地龙突刺5级	地龙之主	1	0	2	1	2	0	0	0	0	20	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	media/effect/skill_sunjian_02.mp3	0	50290201	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	8517	0	0	0	0	0	0	0	0	1001|1901	10000|10000	1690|200	0	0	0	0	0	0	0	0	skill_dilongzhizhu_02.png	text_skill_5029_desc_2_0|text_skill_5029_desc_2_1|text_skill_5029_desc_2_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
