索引ID	注释1	描述	类型(1普通buff, 2光环buff)	buff模式(0:无类型，1:灼烧)	光环类型(1:不断的发送buff，并且出了范围就移除,2:只发送一次，除非发送的buff消失,出了范围不移除)	正负面(1负面2正面)	不可被驱散	是否受到负面抗性影响	效果类型(0没有效果，1普通伤害，2无视防御伤害，3召唤)	发送buffID	buff生效几率（万分比）	buff持续时间（毫秒）	范围选择目标类型(1英雄2士兵3所有单位)	范围	光环检测间隔时间(毫秒)	伤害类型（按武将类型，0物理，1魔法）	额外伤害类型	额外伤害值	伤害系数	发送第一次效果延迟时间(毫秒)	发送效果间隔时间(毫秒)	属性修改	属性值修改	属性百分比修改（万分比）	克制增幅0	克制增幅1	克制增幅2	克制增幅3	攻击吸血万分比	攻击吸血固定值	免疫负面物理效果	免疫负面魔法效果	免疫负面魔法次数	限制移动	限制普通攻击	限制释放技能	不受控制	反弹物理伤害万分比	改变技能组	变身资源名	变身资源类型	变身后缩放百分比	buff特效资源	buff特效类型(1只显示一次, 2循环特效)	buff特效挂载点(1上2中3下)	buff特效渲染层级(1上2下)	buff位置偏移	buff位置偏移1	buff特效资源1	buff特效类型(1只显示一次, 2循环特效)1	buff特效挂载点(1上2中3下)1	buff特效渲染层级(1上2下)1	buff位置偏移2	buff位置偏移3	特殊shader	隐藏飘字
50140209	攻击提升9级	攻击提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_yanhou	2	2	2	0	0	0	0	0	0	0	0	0	1
50140210	攻击提升10级	攻击提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_yanhou	2	2	2	0	0	0	0	0	0	0	0	0	1
50140211	攻击提升11级	攻击提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_yanhou	2	2	2	0	0	0	0	0	0	0	0	0	1
50140212	攻击提升12级	攻击提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_yanhou	2	2	2	0	0	0	0	0	0	0	0	0	1
50140213	攻击提升13级	攻击提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_yanhou	2	2	2	0	0	0	0	0	0	0	0	0	1
50140214	攻击提升14级	攻击提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_yanhou	2	2	2	0	0	0	0	0	0	0	0	0	1
50140215	攻击提升15级	攻击提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_yanhou	2	2	2	0	0	0	0	0	0	0	0	0	1
50150201	技能伤害降低1级	技能伤害降低	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	29	2157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
50170201	伤害减免1级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50170202	伤害减免2级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50170203	伤害减免3级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50170204	伤害减免4级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50170205	伤害减免5级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50170206	伤害减免6级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50170207	伤害减免7级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50170208	伤害减免8级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50170209	伤害减免9级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50170210	伤害减免10级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50170211	伤害减免11级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50170212	伤害减免12级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50170213	伤害减免13级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50170214	伤害减免14级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50170215	伤害减免15级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50171201	伤害减免1级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50171202	伤害减免2级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50171203	伤害减免3级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50171204	伤害减免4级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50171205	伤害减免5级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50171206	伤害减免6级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50171207	伤害减免7级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50171208	伤害减免8级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50171209	伤害减免9级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50171210	伤害减免10级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50171211	伤害减免11级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50171212	伤害减免12级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50171213	伤害减免13级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50171214	伤害减免14级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50171215	伤害减免15级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50172201	伤害减免1级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50172202	伤害减免2级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50172203	伤害减免3级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50172204	伤害减免4级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50172205	伤害减免5级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50172206	伤害减免6级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50172207	伤害减免7级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50172208	伤害减免8级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50172209	伤害减免9级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50172210	伤害减免10级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50172211	伤害减免11级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50172212	伤害减免12级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50172213	伤害减免13级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50172214	伤害减免14级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50172215	伤害减免15级	伤害减免	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_judunshouwei	2	2	1	0	0	0	0	0	0	0	0	0	1
50180101	银月buff1级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511800	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50180102	银月buff2级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511800	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50180103	银月buff3级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511800	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50180104	银月buff4级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511800	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50180105	银月buff5级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511800	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50180106	银月buff6级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511800	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50180107	银月buff7级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511800	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50180108	银月buff8级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511800	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50180109	银月buff9级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511800	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50180110	银月buff10级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511800	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50180111	银月buff11级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511800	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50180112	银月buff12级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511800	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50180113	银月buff13级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511800	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50180114	银月buff14级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511800	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50180115	银月buff15级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511800	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50181101	银月buff1级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511801	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50181102	银月buff2级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511801	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50181103	银月buff3级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511801	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50181104	银月buff4级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511801	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50181105	银月buff5级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511801	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50181106	银月buff6级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511801	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50181107	银月buff7级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511801	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50181108	银月buff8级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511801	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50181109	银月buff9级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511801	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50181110	银月buff10级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511801	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50181111	银月buff11级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511801	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50181112	银月buff12级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511801	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50181113	银月buff13级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511801	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50181114	银月buff14级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511801	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50181115	银月buff15级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511801	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50182101	银月buff1级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511802	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50182102	银月buff2级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511802	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50182103	银月buff3级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511802	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50182104	银月buff4级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511802	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50182105	银月buff5级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511802	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50182106	银月buff6级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511802	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50182107	银月buff7级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511802	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50182108	银月buff8级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511802	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50182109	银月buff9级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511802	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50182110	银月buff10级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511802	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50182111	银月buff11级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511802	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50182112	银月buff12级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511802	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50182113	银月buff13级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511802	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50182114	银月buff14级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511802	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
50182115	银月buff15级	银月buff	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511802	0	0	0	buff_yinyuesheshou	2	1	1	0	0	0	0	0	0	0	0	0	1
