关卡ID	战斗ID	挑战限制	限制参数	首通奖励
401201	1400121	level	213	user.gold:570000,user.hero_exp:770000,material.1:50
401202	1400122	level	213	user.gold:580000,user.hero_exp:800000,material.1:50
401203	1400123	level	213	user.gold:600000,user.hero_exp:820000,material.1:50
401204	1400124	level	213	user.gold:620000,user.hero_exp:850000,material.1:50
401205	1400125	level	213	user.gold:640000,user.hero_exp:870000,material.1:50
401300	1400130	level	214	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
401301	1400131	level	214	user.gold:300000,user.hero_exp:410000,material.1:50
401302	1400132	level	214	user.gold:320000,user.hero_exp:440000,material.1:50
401303	1400133	level	214	user.gold:340000,user.hero_exp:460000,material.1:50
401304	1400134	level	214	user.gold:360000,user.hero_exp:490000,material.1:50
401305	1400135	level	214	user.gold:370000,user.hero_exp:510000,material.1:50
401400	1400140	level	214	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
401401	1400141	level	214	user.gold:390000,user.hero_exp:530000,material.1:50
401402	1400142	level	214	user.gold:410000,user.hero_exp:560000,material.1:50
401403	1400143	level	214	user.gold:430000,user.hero_exp:580000,material.1:50
401404	1400144	level	214	user.gold:440000,user.hero_exp:610000,material.1:50
401405	1400145	level	214	user.gold:460000,user.hero_exp:630000,material.1:50
401500	1400150	level	214	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
401501	1400151	level	214	user.gold:480000,user.hero_exp:650000,material.1:50
401502	1400152	level	214	user.gold:500000,user.hero_exp:680000,material.1:50
401503	1400153	level	214	user.gold:510000,user.hero_exp:700000,material.1:50
401504	1400154	level	214	user.gold:530000,user.hero_exp:730000,material.1:50
401505	1400155	level	214	user.gold:550000,user.hero_exp:750000,material.1:50
401600	1400160	level	214	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
401601	1400161	level	214	user.gold:570000,user.hero_exp:770000,material.1:50
401602	1400162	level	214	user.gold:580000,user.hero_exp:800000,material.1:50
401603	1400163	level	214	user.gold:600000,user.hero_exp:820000,material.1:50
401604	1400164	level	214	user.gold:620000,user.hero_exp:850000,material.1:50
401605	1400165	level	214	user.gold:640000,user.hero_exp:870000,material.1:50
401700	1400170	level	215	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
401701	1400171	level	215	user.gold:300000,user.hero_exp:410000,material.1:50
401702	1400172	level	215	user.gold:320000,user.hero_exp:440000,material.1:50
401703	1400173	level	215	user.gold:340000,user.hero_exp:460000,material.1:50
401704	1400174	level	215	user.gold:360000,user.hero_exp:490000,material.1:50
401705	1400175	level	215	user.gold:370000,user.hero_exp:510000,material.1:50
401800	1400180	level	215	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
401801	1400181	level	215	user.gold:390000,user.hero_exp:530000,material.1:50
401802	1400182	level	215	user.gold:410000,user.hero_exp:560000,material.1:50
401803	1400183	level	215	user.gold:430000,user.hero_exp:580000,material.1:50
401804	1400184	level	215	user.gold:440000,user.hero_exp:610000,material.1:50
401805	1400185	level	215	user.gold:460000,user.hero_exp:630000,material.1:50
401900	1400190	level	215	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
401901	1400191	level	215	user.gold:480000,user.hero_exp:650000,material.1:50
401902	1400192	level	215	user.gold:500000,user.hero_exp:680000,material.1:50
401903	1400193	level	215	user.gold:510000,user.hero_exp:700000,material.1:50
401904	1400194	level	215	user.gold:530000,user.hero_exp:730000,material.1:50
401905	1400195	level	215	user.gold:550000,user.hero_exp:750000,material.1:50
402000	1400200	level	215	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
402001	1400201	level	215	user.gold:570000,user.hero_exp:770000,material.1:50
402002	1400202	level	215	user.gold:580000,user.hero_exp:800000,material.1:50
402003	1400203	level	215	user.gold:600000,user.hero_exp:820000,material.1:50
402004	1400204	level	215	user.gold:620000,user.hero_exp:850000,material.1:50
402005	1400205	level	215	user.gold:640000,user.hero_exp:870000,material.1:50
402100	1400210	level	216	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
402101	1400211	level	216	user.gold:300000,user.hero_exp:410000,material.1:50
402102	1400212	level	216	user.gold:320000,user.hero_exp:440000,material.1:50
402103	1400213	level	216	user.gold:340000,user.hero_exp:460000,material.1:50
402104	1400214	level	216	user.gold:360000,user.hero_exp:490000,material.1:50
402105	1400215	level	216	user.gold:370000,user.hero_exp:510000,material.1:50
402200	1400220	level	216	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
402201	1400221	level	216	user.gold:390000,user.hero_exp:530000,material.1:50
402202	1400222	level	216	user.gold:410000,user.hero_exp:560000,material.1:50
402203	1400223	level	216	user.gold:430000,user.hero_exp:580000,material.1:50
402204	1400224	level	216	user.gold:440000,user.hero_exp:610000,material.1:50
402205	1400225	level	216	user.gold:460000,user.hero_exp:630000,material.1:50
402300	1400230	level	216	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
402301	1400231	level	216	user.gold:480000,user.hero_exp:650000,material.1:50
402302	1400232	level	216	user.gold:500000,user.hero_exp:680000,material.1:50
402303	1400233	level	216	user.gold:510000,user.hero_exp:700000,material.1:50
402304	1400234	level	216	user.gold:530000,user.hero_exp:730000,material.1:50
402305	1400235	level	216	user.gold:550000,user.hero_exp:750000,material.1:50
402400	1400240	level	216	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
402401	1400241	level	216	user.gold:570000,user.hero_exp:770000,material.1:50
402402	1400242	level	216	user.gold:580000,user.hero_exp:800000,material.1:50
402403	1400243	level	216	user.gold:600000,user.hero_exp:820000,material.1:50
402404	1400244	level	216	user.gold:620000,user.hero_exp:850000,material.1:50
402405	1400245	level	216	user.gold:640000,user.hero_exp:870000,material.1:50
402500	1400250	level	217	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
402501	1400251	level	217	user.gold:300000,user.hero_exp:410000,material.1:50
402502	1400252	level	217	user.gold:320000,user.hero_exp:440000,material.1:50
402503	1400253	level	217	user.gold:340000,user.hero_exp:460000,material.1:50
402504	1400254	level	217	user.gold:360000,user.hero_exp:490000,material.1:50
402505	1400255	level	217	user.gold:370000,user.hero_exp:510000,material.1:50
402600	1400260	level	217	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
402601	1400261	level	217	user.gold:390000,user.hero_exp:530000,material.1:50
402602	1400262	level	217	user.gold:410000,user.hero_exp:560000,material.1:50
402603	1400263	level	217	user.gold:430000,user.hero_exp:580000,material.1:50
402604	1400264	level	217	user.gold:440000,user.hero_exp:610000,material.1:50
402605	1400265	level	217	user.gold:460000,user.hero_exp:630000,material.1:50
402700	1400270	level	217	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
402701	1400271	level	217	user.gold:480000,user.hero_exp:650000,material.1:50
402702	1400272	level	217	user.gold:500000,user.hero_exp:680000,material.1:50
402703	1400273	level	217	user.gold:510000,user.hero_exp:700000,material.1:50
402704	1400274	level	217	user.gold:530000,user.hero_exp:730000,material.1:50
402705	1400275	level	217	user.gold:550000,user.hero_exp:750000,material.1:50
402800	1400280	level	217	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
402801	1400281	level	217	user.gold:570000,user.hero_exp:770000,material.1:50
402802	1400282	level	217	user.gold:580000,user.hero_exp:800000,material.1:50
402803	1400283	level	217	user.gold:600000,user.hero_exp:820000,material.1:50
402804	1400284	level	217	user.gold:620000,user.hero_exp:850000,material.1:50
402805	1400285	level	217	user.gold:640000,user.hero_exp:870000,material.1:50
402900	1400290	level	218	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
402901	1400291	level	218	user.gold:300000,user.hero_exp:410000,material.1:50
402902	1400292	level	218	user.gold:320000,user.hero_exp:440000,material.1:50
402903	1400293	level	218	user.gold:340000,user.hero_exp:460000,material.1:50
402904	1400294	level	218	user.gold:360000,user.hero_exp:490000,material.1:50
402905	1400295	level	218	user.gold:370000,user.hero_exp:510000,material.1:50
403000	1400300	level	218	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
403001	1400301	level	218	user.gold:390000,user.hero_exp:530000,material.1:50
403002	1400302	level	218	user.gold:410000,user.hero_exp:560000,material.1:50
403003	1400303	level	218	user.gold:430000,user.hero_exp:580000,material.1:50
403004	1400304	level	218	user.gold:440000,user.hero_exp:610000,material.1:50
403005	1400305	level	218	user.gold:460000,user.hero_exp:630000,material.1:50
403100	1400310	level	218	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
403101	1400311	level	218	user.gold:480000,user.hero_exp:650000,material.1:50
403102	1400312	level	218	user.gold:500000,user.hero_exp:680000,material.1:50
403103	1400313	level	218	user.gold:510000,user.hero_exp:700000,material.1:50
403104	1400314	level	218	user.gold:530000,user.hero_exp:730000,material.1:50
403105	1400315	level	218	user.gold:550000,user.hero_exp:750000,material.1:50
403200	1400320	level	218	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
403201	1400321	level	218	user.gold:570000,user.hero_exp:770000,material.1:50
403202	1400322	level	218	user.gold:580000,user.hero_exp:800000,material.1:50
403203	1400323	level	218	user.gold:600000,user.hero_exp:820000,material.1:50
403204	1400324	level	218	user.gold:620000,user.hero_exp:850000,material.1:50
403205	1400325	level	218	user.gold:640000,user.hero_exp:870000,material.1:50
403300	1400330	level	219	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
403301	1400331	level	219	user.gold:300000,user.hero_exp:410000,material.1:50
403302	1400332	level	219	user.gold:320000,user.hero_exp:440000,material.1:50
403303	1400333	level	219	user.gold:340000,user.hero_exp:460000,material.1:50
403304	1400334	level	219	user.gold:360000,user.hero_exp:490000,material.1:50
403305	1400335	level	219	user.gold:370000,user.hero_exp:510000,material.1:50
403400	1400340	level	219	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
403401	1400341	level	219	user.gold:390000,user.hero_exp:530000,material.1:50
403402	1400342	level	219	user.gold:410000,user.hero_exp:560000,material.1:50
403403	1400343	level	219	user.gold:430000,user.hero_exp:580000,material.1:50
403404	1400344	level	219	user.gold:440000,user.hero_exp:610000,material.1:50
403405	1400345	level	219	user.gold:460000,user.hero_exp:630000,material.1:50
403500	1400350	level	219	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
403501	1400351	level	219	user.gold:480000,user.hero_exp:650000,material.1:50
403502	1400352	level	219	user.gold:500000,user.hero_exp:680000,material.1:50
403503	1400353	level	219	user.gold:510000,user.hero_exp:700000,material.1:50
403504	1400354	level	219	user.gold:530000,user.hero_exp:730000,material.1:50
403505	1400355	level	219	user.gold:550000,user.hero_exp:750000,material.1:50
403600	1400360	level	219	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
403601	1400361	level	219	user.gold:570000,user.hero_exp:770000,material.1:50
403602	1400362	level	219	user.gold:580000,user.hero_exp:800000,material.1:50
403603	1400363	level	219	user.gold:600000,user.hero_exp:820000,material.1:50
403604	1400364	level	219	user.gold:620000,user.hero_exp:850000,material.1:50
403605	1400365	level	219	user.gold:640000,user.hero_exp:870000,material.1:50
403700	1400370	level	220	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
403701	1400371	level	220	user.gold:300000,user.hero_exp:410000,material.1:50
403702	1400372	level	220	user.gold:320000,user.hero_exp:440000,material.1:50
403703	1400373	level	220	user.gold:340000,user.hero_exp:460000,material.1:50
403704	1400374	level	220	user.gold:360000,user.hero_exp:490000,material.1:50
403705	1400375	level	220	user.gold:370000,user.hero_exp:510000,material.1:50
403800	1400380	level	220	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
403801	1400381	level	220	user.gold:390000,user.hero_exp:530000,material.1:50
403802	1400382	level	220	user.gold:410000,user.hero_exp:560000,material.1:50
403803	1400383	level	220	user.gold:430000,user.hero_exp:580000,material.1:50
403804	1400384	level	220	user.gold:440000,user.hero_exp:610000,material.1:50
403805	1400385	level	220	user.gold:460000,user.hero_exp:630000,material.1:50
403900	1400390	level	220	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
403901	1400391	level	220	user.gold:480000,user.hero_exp:650000,material.1:50
403902	1400392	level	220	user.gold:500000,user.hero_exp:680000,material.1:50
403903	1400393	level	220	user.gold:510000,user.hero_exp:700000,material.1:50
403904	1400394	level	220	user.gold:530000,user.hero_exp:730000,material.1:50
403905	1400395	level	220	user.gold:550000,user.hero_exp:750000,material.1:50
404000	1400400	level	220	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
404001	1400401	level	220	user.gold:570000,user.hero_exp:770000,material.1:50
404002	1400402	level	220	user.gold:580000,user.hero_exp:800000,material.1:50
404003	1400403	level	220	user.gold:600000,user.hero_exp:820000,material.1:50
404004	1400404	level	220	user.gold:620000,user.hero_exp:850000,material.1:50
404005	1400405	level	220	user.gold:640000,user.hero_exp:870000,material.1:50
404100	1400410	level	221	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
404101	1400411	level	221	user.gold:300000,user.hero_exp:410000,material.1:50
404102	1400412	level	221	user.gold:320000,user.hero_exp:440000,material.1:50
404103	1400413	level	221	user.gold:340000,user.hero_exp:460000,material.1:50
404104	1400414	level	221	user.gold:360000,user.hero_exp:490000,material.1:50
404105	1400415	level	221	user.gold:370000,user.hero_exp:510000,material.1:50
404200	1400420	level	221	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
404201	1400421	level	221	user.gold:390000,user.hero_exp:530000,material.1:50
404202	1400422	level	221	user.gold:410000,user.hero_exp:560000,material.1:50
404203	1400423	level	221	user.gold:430000,user.hero_exp:580000,material.1:50
404204	1400424	level	221	user.gold:440000,user.hero_exp:610000,material.1:50
404205	1400425	level	221	user.gold:460000,user.hero_exp:630000,material.1:50
404300	1400430	level	221	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
404301	1400431	level	221	user.gold:480000,user.hero_exp:650000,material.1:50
404302	1400432	level	221	user.gold:500000,user.hero_exp:680000,material.1:50
404303	1400433	level	221	user.gold:510000,user.hero_exp:700000,material.1:50
404304	1400434	level	221	user.gold:530000,user.hero_exp:730000,material.1:50
404305	1400435	level	221	user.gold:550000,user.hero_exp:750000,material.1:50
404400	1400440	level	221	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
404401	1400441	level	221	user.gold:570000,user.hero_exp:770000,material.1:50
404402	1400442	level	221	user.gold:580000,user.hero_exp:800000,material.1:50
404403	1400443	level	221	user.gold:600000,user.hero_exp:820000,material.1:50
404404	1400444	level	221	user.gold:620000,user.hero_exp:850000,material.1:50
